2025-12-10 20:30:00,1000PEPEUSDT,GO_LONG,0.004876,
2025-12-10 22:00:00,1000PEPEUSDT,SL_LONG,0.00472972,-3.00
2025-12-10 22:30:00,WIFUSDT,GO_SHORT,0.393,
2025-12-11 03:15:00,WIFUSDT,TP_SHORT,0.37335,5.00
