timestamp,open,high,low,close,volume,atr,volume_sma
2025-11-16 03:00:00,95967.7,95980.4,95916.3,95916.3,5.330244,492.1240058425546,288.72698664999996
2025-11-16 04:00:00,95827.4,95913.0,95720.5,95751.8,27.917085,490.30531090747377,274.40110244999994
2025-11-16 05:00:00,95823.7,95823.7,95815.0,95815.1,1.452946,431.99331315766676,268.59660235
2025-11-16 06:00:00,95882.7,95882.7,95857.2,95864.3,1.373416,423.4050100738102,269.76937664999997
2025-11-16 07:00:00,95802.2,95815.4,95802.2,95815.4,0.790129,399.76698947152966,268.16516495
2025-11-16 08:00:00,96099.1,96229.9,95859.2,95994.0,182.984118,432.3563273518757,276.37321944999997
2025-11-16 09:00:00,96119.4,96127.9,96106.7,96106.8,1.269549,376.16913107351445,263.58548765
2025-11-16 10:00:00,96626.6,96626.6,96577.7,96611.5,8.308857,409.39832387560574,260.98473445
2025-11-16 11:00:00,96443.3,96447.2,96411.1,96411.1,1.920124,385.98645895980627,264.6044015
2025-11-16 12:00:00,95632.1,95632.2,95604.0,95617.1,0.809048,441.6052735402874,269.76065275
2025-11-16 13:00:00,95757.0,95757.0,95751.2,95751.2,0.277245,436.5792446257462,265.11890365
2025-11-16 14:00:00,95413.7,95413.7,95413.6,95413.6,0.094595,459.9159728133664,276.7381001
2025-11-16 15:00:00,95533.3,95533.3,95494.9,95506.4,1.604426,443.9451487354692,284.2048891
2025-11-16 16:00:00,94586.0,94624.7,94555.1,94580.5,7.25931,526.9628536216558,290.8605361
2025-11-16 17:00:00,94221.1,94229.0,94200.0,94215.3,4.130145,559.4741563411825,320.4111926
2025-11-16 18:00:00,94357.6,94513.4,94235.0,94485.1,33.519629,614.7007100677303,355.01269655
2025-11-16 19:00:00,94045.3,94102.3,94000.7,94102.3,9.060547,717.7494217197709,391.62223455
2025-11-16 20:00:00,94027.3,94064.2,93960.0,94010.0,8.013777,700.0037288122988,400.53596645
2025-11-16 21:00:00,94094.4,94187.1,94069.7,94183.0,9.966369,704.3323843416164,390.17943615
2025-11-16 22:00:00,93501.1,93521.5,93501.1,93506.7,1.677727,697.0793230130962,399.2221227
2025-11-16 23:00:00,94181.3,94194.1,94064.0,94064.1,7.839146,788.6473465098272,424.84613585000005
2025-11-17,94260.3,94300.3,94246.3,94265.4,3.316017,857.4598725718903,466.67055705
2025-11-17 01:00:00,95297.3,95339.9,95274.9,95320.4,9.882702,942.5683877701583,506.8804973
2025-11-17 02:00:00,94778.6,94837.4,94778.6,94809.7,2.157412,902.0137081381192,525.48068535
2025-11-17 03:00:00,94983.9,95009.9,94975.7,95009.9,4.299631,858.6904794508598,537.3759112999999
2025-11-17 04:00:00,95506.1,95549.8,95506.1,95524.0,8.467385,811.3736760431108,549.588536
2025-11-17 05:00:00,95105.4,95129.9,95105.4,95112.0,4.281057,785.5706138907374,565.2401781
2025-11-17 06:00:00,95132.7,95132.7,95132.7,95132.7,0.0,722.3125635723649,564.8405602
2025-11-17 07:00:00,95283.2,95308.9,95283.1,95308.9,6.635712,683.131538182313,557.0056130999999
2025-11-17 08:00:00,95647.3,95688.4,95647.3,95688.3,3.153487,665.7006537072443,564.26434365
2025-11-17 09:00:00,95617.0,95641.6,95617.0,95641.6,1.657759,631.8529451867233,559.0068570999999
2025-11-17 10:00:00,95652.0,95673.6,95652.0,95670.6,1.597472,614.024484788593,561.4064472
2025-11-17 11:00:00,95655.2,95683.3,95655.1,95657.3,4.050526,571.0155027818136,550.25234555
2025-11-17 12:00:00,95568.4,95573.3,95518.4,95521.9,5.785783,562.8052710125465,521.8939284
2025-11-17 13:00:00,95319.1,95340.8,95300.2,95308.8,3.183221,522.876070289241,493.19952015
2025-11-17 14:00:00,93965.9,93965.9,93807.0,93850.0,10.234738,682.1900380303408,491.94679015
2025-11-17 15:00:00,94768.6,94835.0,94759.3,94822.5,8.530923,843.8410881701731,531.00530815
2025-11-17 16:00:00,93959.8,94008.5,93939.8,93939.8,2.50317,881.7755802459576,562.9897358999999
2025-11-17 17:00:00,94305.3,94394.7,94270.6,94282.1,8.687883,924.9392203267042,584.66796955
2025-11-17 18:00:00,92758.6,92783.2,92701.9,92733.5,9.141235,1001.8758978336376,582.50100115
2025-11-17 19:00:00,92536.4,92615.1,92512.4,92584.0,10.71441,960.7001271317678,578.0059107
2025-11-17 20:00:00,91691.4,91691.4,91555.9,91563.3,12.860154,972.0680319972856,582.46098065
2025-11-17 21:00:00,91915.5,92122.4,91915.5,92092.6,43.683661,959.9054892950734,614.8284415999999
2025-11-17 22:00:00,91957.5,91960.7,91923.5,91928.5,1.680529,895.9817709278524,627.07445125
2025-11-17 23:00:00,92252.2,92266.4,92242.4,92266.4,3.512455,855.7059117238477,623.6739799999999
2025-11-18,92211.0,92222.2,92182.9,92183.0,1.111448,787.4013241645093,613.2424939499999
2025-11-18 01:00:00,92162.5,92210.4,92157.4,92164.2,5.02279,820.8262230166976,632.8696264
2025-11-18 02:00:00,91700.0,91708.1,91653.8,91706.8,4.734653,785.0441283839674,659.47628245
2025-11-18 03:00:00,90856.9,90886.7,90814.0,90814.0,13.964822,813.8965775284026,716.7646197
